date,content
2019-10-30 21:39:23,"RT @Variety: Vanessa Bell Calloway on what it feels like to be a part of #Harriet: ""To step into that part as being a slave, to feel the an…"
2019-10-30 21:37:45,"RT @UNCBlackCaucus: Join us next Saturday for a private screening of the movie Harriet! To purchase tickets, please visit https://t.co/5Tg6…"
2019-10-30 21:37:07,"RT @TheFilmStage: #Harriet, starring Cynthia Erivo, arrives in theaters Friday. @therealmarkasch reviews: https://t.co/mrM03UAOfQ https://t…"
2019-10-30 21:36:52,RT @Variety: #Harriet producer on the backlash of casting Cynthia Erivo: “I don’t know if it’s because she’s a woman but it is so unfair” s…
2019-10-30 21:35:56,"RT @MyriadEditions: ICYMI

'I think the real Harriet would be astonished to learn that people all around the world have heard of her, and h…"
2019-10-30 21:35:20,"@BouxAvenue Wow! So beautiful, gorgeous! #Harriet #BouxAvenue @jen_russon"
2019-10-30 21:34:20,"RT @TheFilmStage: #Harriet, starring Cynthia Erivo, arrives in theaters Friday. @therealmarkasch reviews: https://t.co/mrM03UAOfQ https://t…"
2019-10-30 21:34:15,Cut the bullshit. You know damn well it's not cause she's a woman. So a man supposed to play #Harriet?! Ask her. Sh… https://t.co/4Vt6pbOCaW
2019-10-30 21:32:53,RT @AMCArtisanFilms: Watch this exclusive clip from #HARRIET. Witness the miraculous story of Harriet Tubman this weekend at AMC. https://t…
2019-10-30 21:31:41,RT @Variety: Leslie Odom Jr. says the outcry over Cynthia Erivo’s casting as #Harriet is is “coming out of pain. That’s coming from a peopl…
2019-10-30 21:31:08,"RT @justjaredjr: Hayley Law and Joe Alwyn stepped out for the premiere of #Harriet this week! 

https://t.co/uJF0zDrTwl"
2019-10-30 21:31:00,"#Harriet, starring Cynthia Erivo, arrives in theaters Friday. @therealmarkasch reviews: https://t.co/mrM03UAOfQ https://t.co/025oCZhCwp"
2019-10-30 21:30:36,"RT @justjaredjr: Hayley Law and Joe Alwyn stepped out for the premiere of #Harriet this week! 

https://t.co/uJF0zDrTwl"
2019-10-30 21:27:07,"Hayley Law and Joe Alwyn stepped out for the premiere of #Harriet this week! 

https://t.co/uJF0zDrTwl"
2019-10-30 21:26:56,RT @tonetalks: NBC Universal is a subsidiary of @comcast and owns @FocusFeatures who produced #Harriet. How is @cynthiaerivo allowed to pla…
2019-10-30 21:26:55,"RT @AMCArtisanFilms: Tickets are on sale now for #HARRIET. 🎟️: https://t.co/3vybM5MsvI

Get tickets now through 11/14 to see the unbelievab…"
2019-10-30 21:24:36,RT @Variety: Cynthia Erivo wants to play Serena Williams https://t.co/JNhA0BmTjm #Harriet https://t.co/j1vKvndvC3
2019-10-30 21:23:25,"RT @truelylynnette: On depicting #Harriet Tubman's faith, Lemmons states, ""I took a position, you know what I’m saying? I took her word for…"
2019-10-30 21:22:31,"RT @roxana_hadadi: From me, about #Harriet. https://t.co/HvV6VsJOnH"
2019-10-30 21:19:47,"RT @AFPceleb: British actress Cynthia Erivo and US singer-songwriter Janelle Monae arrive for the premiere of ""Harriet"" in Los Angeles 

📸…"
2019-10-30 21:19:44,RT @UrsulaMorrow_: Give me the side eye so I know it's real. #Harriet https://t.co/xnKBsOzy34
2019-10-30 21:18:02,"RT @THR: ""What I waited for more than anything else is for the whole industry to change."" Writer Gregory Allen Howard explains why #Harriet…"
2019-10-30 21:17:48,"RT @FocusFeatures: “In that scene, I lose the Cynthia that I know, and I see Harriet.” 

In this special edition of #YouKnowThatScene, the…"
2019-10-30 21:16:53,RT @AMCArtisanFilms: Watch this exclusive clip from #HARRIET. Witness the miraculous story of Harriet Tubman this weekend at AMC. https://t…
2019-10-30 21:16:42,RT @ministercookie: Has anyone seen #Harriet #HarrietMovie yet? I'm so anxious to see it. How would you rate it? #TuesdayThoughts #Blacktwi…
2019-10-30 21:16:27,"RT @THR: ""What I waited for more than anything else is for the whole industry to change."" Writer Gregory Allen Howard explains why #Harriet…"
2019-10-30 21:15:04,"RT @THR: ""What I waited for more than anything else is for the whole industry to change."" Writer Gregory Allen Howard explains why #Harriet…"
2019-10-30 21:14:46,RT @honeydelasoul: I do not support the #Harriet movie @foxsearchlight. I won’t see it. The disrespect of @CynthiaEriVo towards Harriet’s #…
2019-10-30 21:14:32,"RT @THR: ""What I waited for more than anything else is for the whole industry to change."" Writer Gregory Allen Howard explains why #Harriet…"
2019-10-30 21:13:44,"""What I waited for more than anything else is for the whole industry to change."" Writer Gregory Allen Howard explai… https://t.co/3yyNx1DD1u"
2019-10-30 21:12:21,RT @AMCArtisanFilms: Experience the extraordinary tale of #Harriet Tubman's escape from slavery and transformation into one of America's gr…
2019-10-30 21:11:48,"RT @Behembaba: This is the best review I've read of #Harriet. It's just a bad movie y'all.

#ADOS #BreakingBrown 

https://t.co/Z8EfLhDimz"
2019-10-30 21:10:25,"RT @ParadeMagazine: #Sugarland’s #JenniferNettles on the History, the Heartbreak, and the Adventure that Make Up #Harriet https://t.co/8s6v…"
2019-10-30 21:09:00,RT @AMCArtisanFilms: Watch this exclusive clip from #HARRIET. Witness the miraculous story of Harriet Tubman this weekend at AMC. https://t…
2019-10-30 21:08:50,RT @AMCArtisanFilms: Experience the extraordinary tale of #Harriet Tubman's escape from slavery and transformation into one of America's gr…
2019-10-30 21:07:20,A Must See...Simply Epic!!!~https://t.co/U8eTHM0UKW #Harriet https://t.co/m2WcTNZLhH
2019-10-30 21:05:39,"From me, about #Harriet. https://t.co/HvV6VsJOnH"
2019-10-30 21:05:15,"The movie #Harriet opens this weekend. It's the story of Harriet Tubman, who risked life and freedom to help dozens… https://t.co/TomMp0iyQQ"
2019-10-30 21:04:54,"RT @Variety: Vanessa Bell Calloway on what it feels like to be a part of #Harriet: ""To step into that part as being a slave, to feel the an…"
2019-10-30 21:02:37,"Alongside @NCRMuseum, @FocusFeatures &amp; @BazanEDucation, Ford Fund is proud to present special #Harriet screenings a… https://t.co/0K4KiFbZ9l"
2019-10-30 21:01:37,"RT @BET: Paying tribute to a true superhero! #HARRIET is in theaters November 1 starring @CynthiaErivo, @LeslieOdomJr, and @JanelleMonae! T…"
2019-10-30 21:01:00,RT @larrywilmore: Saw the great Cynthia Erivo as Harriet Tubman last night. Incredible!! Definitely Oscar worthy! #Harriet  harrietfilm htt…
2019-10-30 21:00:14,"RT @HarrietFilm: We were honored to have Harriet Tubman’s great-great-grandniece Judith Bryant and great-great-great-grandniece Ernestine ""…"
2019-10-30 20:57:21,RT @larrywilmore: Saw the great Cynthia Erivo as Harriet Tubman last night. Incredible!! Definitely Oscar worthy! #Harriet  harrietfilm htt…
2019-10-30 20:57:20,RT @AMCArtisanFilms: Watch this exclusive clip from #HARRIET. Witness the miraculous story of Harriet Tubman this weekend at AMC. https://t…
2019-10-30 20:57:04,"Bishop TD Jakes having a conversation with Producer Debra Martin Chase before showing her movie, #harriet to the Po… https://t.co/1popnyxjsG"
2019-10-30 20:56:38,RT @larrywilmore: Saw the great Cynthia Erivo as Harriet Tubman last night. Incredible!! Definitely Oscar worthy! #Harriet  harrietfilm htt…
2019-10-30 20:55:54,RT @AMCArtisanFilms: Watch this exclusive clip from #HARRIET. Witness the miraculous story of Harriet Tubman this weekend at AMC. https://t…
2019-10-30 20:54:51,Who else goin to support #Harriet this weekend🙋🏾‍♀️
2019-10-30 20:53:57,"RT @Variety: Cynthia Erivo reacts to her Variety cover and Oscar buzz for her role in #Harriet: ""It's a dream come true"" https://t.co/JNhA0…"
2019-10-30 20:52:54,"spotted @CynthiaEriVo and @leslieodomjr in the subway, check them out in #Harriet starting this weekend! https://t.co/bQilMQEUUI"
2019-10-30 20:50:52,"Join us next Saturday for a private screening of the movie Harriet! To purchase tickets, please visit… https://t.co/gv0jscLMce"
2019-10-30 20:50:02,RT @AMCArtisanFilms: Experience the extraordinary tale of #Harriet Tubman's escape from slavery and transformation into one of America's gr…
2019-10-30 20:48:03,"To all the Great, Strong, Black Women we should be supporting this movie and it’s about time that it made it on fil… https://t.co/OjKUFeBdO7"
2019-10-30 20:44:10,"RT @screenrant: Check out our #Harriet interview with director Kasi Lemmons and star Cynthia Erivo! 

https://t.co/FrBA3OWDJw https://t.co/…"
2019-10-30 20:42:48,We good. RT @larrywilmore: Saw the great Cynthia Erivo as Harriet Tubman last night. Incredible!! Definitely Oscar… https://t.co/GmEOej7wkl
2019-10-30 20:39:08,"On depicting #Harriet Tubman's faith, Lemmons states, ""I took a position, you know what I’m saying? I took her word… https://t.co/5YkS2s0ll5"
2019-10-30 20:38:39,"RT @tonetalks: WATCH: @tonetalks on uncomfortable truths about 
#Harriet film &amp; @Comcast “If you have a lawsuit in the Supreme Court attack…"
