time,content,Cleaned,Sentiment_polarity,Sentiment_subjectivity
2019-10-25 21:26:37,RT @NextBestPicture: #TheIrishman is the fastest 3.5 hour movie I’ve ever seen. Each hour gets better &amp; better culminating in a final third…,nextbestpicture theirishman fastest hour movie ever seen hour get better amp better culminating final third,0.25,0.5
2019-10-25 21:26:11,RT @TheOtherScottM: THE IRISHMAN: They just don’t make movies like this anymore. It’s Martin Scorsese doing what he does best completely un…,theotherscottm irishman make movie like anymore martin scorsese best completely un,0.55,0.35
2019-10-25 21:25:09,"RT @KirstenChuba: Netflix is going big for its first premiere at the iconic TCL Chinese Theatre, transforming Hollywood Blvd for #TheIrishm…",kirstenchuba netflix going big first premiere iconic tcl chinese theatre transforming hollywood blvd theirishm,0.1875,0.23333333333333334
2019-10-25 21:24:26,"RT @Variety: The #Oscars race has started. In contention for best picture?
#Joker
#LittleWomen
#HoneyBoy
#TheIrishman
#DolemiteIsMyName
#Th…",variety oscar race started contention best picture joker littlewomen honeyboy theirishman dolemiteismyname th,1.0,0.3
2019-10-25 21:24:02,"RT @KirstenChuba: Netflix is going big for its first premiere at the iconic TCL Chinese Theatre, transforming Hollywood Blvd for #TheIrishm…",kirstenchuba netflix going big first premiere iconic tcl chinese theatre transforming hollywood blvd theirishm,0.1875,0.23333333333333334
2019-10-25 21:20:48,"RT @Variety: Robert De Niro, Al Pacino and Martin Scorsese bring New York to Hollywood for #TheIrishman L.A. premiere https://t.co/MuNYstUu…",variety robert de niro al pacino martin scorsese bring new york hollywood theirishman l premiere,0.13636363636363635,0.45454545454545453
2019-10-25 21:20:45,"RT @KirstenChuba: Netflix is going big for its first premiere at the iconic TCL Chinese Theatre, transforming Hollywood Blvd for #TheIrishm…",kirstenchuba netflix going big first premiere iconic tcl chinese theatre transforming hollywood blvd theirishm,0.1875,0.23333333333333334
2019-10-25 21:19:58,"RT @RottenTomatoes: It's official #TheRiseOfSkywalker will be the longest Star Wars film yet.

However, its runtime is still shorter than s…",rottentomatoes official theriseofskywalker longest star war film yet however runtime still shorter,0.0,0.0
2019-10-25 21:18:56,"RT @Variety: The #Oscars race has started. In contention for best picture?
#Joker
#LittleWomen
#HoneyBoy
#TheIrishman
#DolemiteIsMyName
#Th…",variety oscar race started contention best picture joker littlewomen honeyboy theirishman dolemiteismyname th,1.0,0.3
2019-10-25 21:18:17,"RT @KirstenChuba: Netflix is going big for its first premiere at the iconic TCL Chinese Theatre, transforming Hollywood Blvd for #TheIrishm…",kirstenchuba netflix going big first premiere iconic tcl chinese theatre transforming hollywood blvd theirishm,0.1875,0.23333333333333334
2019-10-25 21:15:54,"RT @KirstenChuba: Netflix is going big for its first premiere at the iconic TCL Chinese Theatre, transforming Hollywood Blvd for #TheIrishm…",kirstenchuba netflix going big first premiere iconic tcl chinese theatre transforming hollywood blvd theirishm,0.1875,0.23333333333333334
2019-10-25 21:14:25,"RT @KirstenChuba: Netflix is going big for its first premiere at the iconic TCL Chinese Theatre, transforming Hollywood Blvd for #TheIrishm…",kirstenchuba netflix going big first premiere iconic tcl chinese theatre transforming hollywood blvd theirishm,0.1875,0.23333333333333334
2019-10-25 21:13:55,"RT @KirstenChuba: Netflix is going big for its first premiere at the iconic TCL Chinese Theatre, transforming Hollywood Blvd for #TheIrishm…",kirstenchuba netflix going big first premiere iconic tcl chinese theatre transforming hollywood blvd theirishm,0.1875,0.23333333333333334
2019-10-25 21:13:38,"RT @KirstenChuba: Netflix is going big for its first premiere at the iconic TCL Chinese Theatre, transforming Hollywood Blvd for #TheIrishm…",kirstenchuba netflix going big first premiere iconic tcl chinese theatre transforming hollywood blvd theirishm,0.1875,0.23333333333333334
2019-10-25 21:13:31,"RT @Variety: Robert De Niro, Al Pacino and Martin Scorsese bring New York to Hollywood for #TheIrishman L.A. premiere https://t.co/MuNYstUu…",variety robert de niro al pacino martin scorsese bring new york hollywood theirishman l premiere,0.13636363636363635,0.45454545454545453
2019-10-25 21:13:18,"RT @KirstenChuba: Netflix is going big for its first premiere at the iconic TCL Chinese Theatre, transforming Hollywood Blvd for #TheIrishm…",kirstenchuba netflix going big first premiere iconic tcl chinese theatre transforming hollywood blvd theirishm,0.1875,0.23333333333333334
2019-10-25 21:12:29,RT @NetflixQueue: SCORSESE. #TheIrishman https://t.co/IE3Bm3JCVr,netflixqueue scorsese theirishman,0.0,0.0
2019-10-25 21:10:52,"RT @LeoDiCaprio: Very proud to attend the premiere of #TheIrishman. Congratulations to my friend and mentor Martin Scorsese, and to Robert…",leodicaprio proud attend premiere theirishman congratulation friend mentor martin scorsese robert,0.8,1.0
2019-10-25 21:10:27,Can’t wait to see the movie! #theirishman https://t.co/eKl95yTflL,wait see movie theirishman,0.0,0.0
2019-10-25 21:07:26,"RT @Variety: Robert De Niro, Al Pacino and Martin Scorsese bring New York to Hollywood for #TheIrishman L.A. premiere https://t.co/MuNYstUu…",variety robert de niro al pacino martin scorsese bring new york hollywood theirishman l premiere,0.13636363636363635,0.45454545454545453
2019-10-25 21:05:33,"Trailer of the Week: 'The Irishman' 
Director Scorsese brings De Niro, Pacino and Pesci back together and adds Jess… https://t.co/v1kxRrecwN",trailer week irishman director scorsese brings de niro pacino pesci back together add jess,0.0,0.0
2019-10-25 21:02:24,RT @NextBestPicture: #TheIrishman is the fastest 3.5 hour movie I’ve ever seen. Each hour gets better &amp; better culminating in a final third…,nextbestpicture theirishman fastest hour movie ever seen hour get better amp better culminating final third,0.25,0.5
2019-10-25 21:02:04,"#RobertDeNiro, #AlPacino and Martin Scorsese Bring New York to Hollywood for ‘#TheIrishman’ L.A. Premiere… https://t.co/lDLWbCR4AT",robertdeniro alpacino martin scorsese bring new york hollywood theirishman l premiere,0.13636363636363635,0.45454545454545453
2019-10-25 21:00:06,.@GreysABC star @iJesseWilliams and @TaylourPaige look ultra cute and cozy at the premiere of #TheIrishman. :smiling_face_with_heart-eyes: (Phot… https://t.co/NrySsFdjhi,greysabc star ijessewilliams taylourpaige look ultra cute cozy premiere theirishman smiling face heart eye phot,0.15000000000000002,0.875
2019-10-25 20:58:17,RT @NextBestPicture: #TheIrishman is the fastest 3.5 hour movie I’ve ever seen. Each hour gets better &amp; better culminating in a final third…,nextbestpicture theirishman fastest hour movie ever seen hour get better amp better culminating final third,0.25,0.5
2019-10-25 20:54:32,"RT @Variety: Robert De Niro, Al Pacino and Martin Scorsese bring New York to Hollywood for #TheIrishman L.A. premiere https://t.co/MuNYstUu…",variety robert de niro al pacino martin scorsese bring new york hollywood theirishman l premiere,0.13636363636363635,0.45454545454545453
2019-10-25 20:54:00,"RT @Variety: Robert De Niro, Al Pacino and Martin Scorsese bring New York to Hollywood for #TheIrishman L.A. premiere https://t.co/MuNYstUu…",variety robert de niro al pacino martin scorsese bring new york hollywood theirishman l premiere,0.13636363636363635,0.45454545454545453
2019-10-25 20:53:31,"RT @CurzonCbury: Missed the gala showing of #TheIrishman?
Fret not, only one month to go until it's out on general release! Tickets are on…",curzoncbury missed gala showing theirishman fret one month go general release ticket,0.05000000000000002,0.5
2019-10-25 20:53:14,"RT @Variety: The #Oscars race has started. In contention for best picture?
#Joker
#LittleWomen
#HoneyBoy
#TheIrishman
#DolemiteIsMyName
#Th…",variety oscar race started contention best picture joker littlewomen honeyboy theirishman dolemiteismyname th,1.0,0.3
